te;ab;cd;ef;hij;k;kaz_name;rus_name;nn
353641306;35;36;41;306;2;Жыланды қыстауы;зимовка Жыланды;
353641307;35;36;41;307;2;Қанатбек қыстауы;зимовка Канатбек;
353641308;35;36;41;308;2;Қырғыз қыстауы;зимовка Киргиз;
353641309;35;36;41;309;2;Нұртай қыстауы;зимовка Нуртай;
353641311;35;36;41;311;2;Сарыөзек 1 қыстауы;зимовка Сарыозек 1;
353641312;35;36;41;312;2;Сарыөзек 2 қыстауы;зимовка Сарыозек 2;
353641314;35;36;41;314;2;Үшарал қыстауы;зимовка Ушарал;
353641317;35;36;41;317;2;Сарыөзек қыстауы;зимовка Сарыозек;
353641400;35;36;41;400;2;Қарақой а.;с.Каракой;
353641402;35;36;41;402;2;Айқай қыстауы;зимовка Айкай;
353641406;35;36;41;406;2;Жалаңаш қыстауы;зимовка Жаланаш;
353641411;35;36;41;411;2;Мухаметжан қыстауы;зимовка Мухаметжан;
353641412;35;36;41;412;2;Тыналы қыстауы;зимовка Тыналы;
353643000;35;36;43;000;2;Кежек а.о.;с.о. Кежек;
353643100;35;36;43;100;2;Ақши а.;с.Акший;
353643103;35;36;43;103;2;Алмалы қыстауы;зимовка Алмалы;
353643105;35;36;43;105;2;Бақырбай қыстауы;зимовка Бакырбай;
353643107;35;36;43;107;2;Қарашын қыстауы;зимовка Карашын;
353643109;35;36;43;109;2;Нұра қыстауы;зимовка Нура;
353643111;35;36;43;111;2;Сарыөзек қыстауы;зимовка Сарыозек;
353643112;35;36;43;112;2;Саяхат қыстауы;зимовка Саяхат;
353643113;35;36;43;113;2;Сорша қыстауы;зимовка Сорша;
353643115;35;36;43;115;2;Сұртөбе қыстауы;зимовка Суртобе;
353643117;35;36;43;117;2;Талдыбұлақ қыстауы;зимовка Талдыбулак;
353643118;35;36;43;118;2;Торақ қыстауы;зимовка Торак;
353643119;35;36;43;119;2;Оралбай қыстауы;зимовка Оралбай;
353643121;35;36;43;121;2;Шөмшек қыстауы;зимовка Шомшек;
353645000;35;36;45;000;2;Қарабұлақ а.о.;Карабулакский с.о.;
353645100;35;36;45;100;2;Нарманбет а.;с.Нарманбет;
353645102;35;36;45;102;2;Ақтоған қыстауы;зимовка Актоган;
353645103;35;36;45;103;2;Алшынбек қыстауы;зимовка Алшынбек;
353645104;35;36;45;104;2;Жаніке қыстауы;зимовка Жанике;
353645105;35;36;45;105;2;Малдайындау қыстауы;зимовка Заготскот;
353645106;35;36;45;106;2;Иманбай қыстауы;зимовка Иманбай;
353645107;35;36;45;107;2;Иса қыстауы;зимовка Иса;
353645108;35;36;45;108;2;Кіндік қыстауы;зимовка Киндик;
353645109;35;36;45;109;2;Қажы қыстауы;зимовка Кажи;
353645111;35;36;45;111;2;Қапаш қыстауы;зимовка Капаш;
353645112;35;36;45;112;2;Қарабұлақ қыстауы;зимовка Карабулак;
353645113;35;36;45;113;2;Мектеп қыстауы;зимовка Мектеп;
353645114;35;36;45;114;2;Омарбек қыстауы;зимовка Омарбек;
353645115;35;36;45;115;2;Разах қыстауы;зимовка Разах;
353645116;35;36;45;116;2;Рахым қыстауы;зимовка Рахым;
353645117;35;36;45;117;2;Сорөлен қыстауы;зимовка Сорелен;
353645118;35;36;45;118;2;Стандарт қыстауы;зимовка Стандарт;
353645119;35;36;45;119;2;Хасен қыстауы;зимовка Хасен;
353645121;35;36;45;121;2;Тоқал қыстауы;зимовка Токал;
353645122;35;36;45;122;2;8 март қыстауы;зимовка 8 марта;
353645123;35;36;45;123;2;Оспанқарын қыстауы;зимовка Оспанкарын;
353645124;35;36;45;124;2;Молалы су қыстауы;зимовка Молалы су;
353645125;35;36;45;125;2;Сандық тоған қыстауы;зимовка Сандық тоған;
353645126;35;36;45;126;2;Тастобе қыстауы;зимовка Тастобе;
353645127;35;36;45;127;2;Қызыл ту қыстауы;зимовка Қызыл ту;
353645128;35;36;45;128;2;Нілдібек қыстауы;зимовка Нілдібек;
353645129;35;36;45;129;2;Әрін қыстауы;зимовка Арин;
353645200;35;36;45;200;2;Дуаншы а.;с.Дуаншы;
353645202;35;36;45;202;2;Арын қыстауы;зимовка Арын;
353645203;35;36;45;203;2;Басқора қыстауы;зимовка Баскора;
353645204;35;36;45;204;2;Бульдозер қыстауы;зимовка Бульдозер;
353645205;35;36;45;205;2;Еңбек қыстауы;зимовка Енбек;
353645206;35;36;45;206;2;Мектеп қыстауы;зимовка Мектеп;
353645207;35;36;45;207;2;Түйеқора қыстауы;зимовка Туйекора;
353645208;35;36;45;208;2;Думан қыстауы;зимовка Думан;
353645300;35;36;45;300;2;Қарасу а.;с.Карасу;
353645302;35;36;45;302;2;Қалыш қыстауы;зимовка Калыш;
353645303;35;36;45;303;2;Қажы қыстауы;зимовка Кажы;
353645304;35;36;45;304;2;Нарменбет қыстауы;зимовка Нарманбет;
353645305;35;36;45;305;2;Саға қыстауы;зимовка Сага;
353645306;35;36;45;306;2;Сүтбай қыстауы;зимовка Сутбай;
353645307;35;36;45;307;2;Тілеуберлі қыстауы;зимовка Телеуберли;
353645308;35;36;45;308;2;Түйебай қыстауы;зимовка Туйебай;
353645309;35;36;45;309;2;Шолақ қыстауы;зимовка Шолак;
353645311;35;36;45;311;2;Шалқар қыстауы;зимовка Шалкар;
353645312;35;36;45;312;2;Ащықарын қыстауы;зимовка Ащықарын;
353645313;35;36;45;313;2;Алдаберлі қыстауы;зимовка Алдаберли;
353645314;35;36;45;314;2;Қарабұзау қыстауы;зимовка Карабузау;
353647000;35;36;47;000;2;Қараменде би а.о.;с.о. Караменде би;
353647100;35;36;47;100;2;а.Ақтас;с.Актас;
353647105;35;36;47;105;2;Бишай қыстауы;зимовка Бишай;
353647106;35;36;47;106;2;Елубай қыстауы;зимовка Елубай;
353647107;35;36;47;107;2;Жуанқоңыр қыстауы;зимовка Жуанконыр;
353647109;35;36;47;109;2;Қарамола қыстауы;зимовка Карамола;
353647111;35;36;47;111;2;Омар қыстауы;зимовка Омар;
353647112;35;36;47;112;2;Мустакай қыстауы;зимовка Мустакай;
353647113;35;36;47;113;2;Қалпе қыстауы;зимовка Калпе;
353647200;35;36;47;200;2;Қуаныш а.;с.Куаныш;
353647202;35;36;47;202;2;Ақжарық қыстауы;зимовка Акжарык;
353647203;35;36;47;203;2;Күшкөлік қыстауы;зимовка Кушколик;
353647204;35;36;47;204;2;Қызыладыр қыстауы;зимовка Кызыладыр;
353647205;35;36;47;205;2;Қызылсеңгір қыстауы;зимовка Кызылсенгир;
353647206;35;36;47;206;2;Қаражұмақ қыстауы;зимовка Каражумак;
353649000;35;36;49;000;2;Құсақ а.о.;Кусакский с.о.;
353649100;35;36;49;100;2;Қошқар а.;с.Кошкар;
353649102;35;36;49;102;2;Басжарасбай қыстауы;зимовка Басжарасбай;
353649103;35;36;49;103;2;Керегетас қыстауы;зимовка Керегетас;
353649104;35;36;49;104;2;Ортақора қыстауы;зимовка Ортакора;
353649105;35;36;49;105;2;Өміржан қыстауы;зимовка Омиржан;
353649106;35;36;49;106;2;Жаңа Өміржан қыстауы;зимовка Жана Омиржан;
353649107;35;36;49;107;2;Байбөрі қыстауы;зимовка Байбори;
353649109;35;36;49;109;2;Бесшоқы қыстауы;зимовка Бесшокы;
353649115;35;36;49;115;2;Орта Сарман қыстауы;зимовка Орта-Сарман;
353649116;35;36;49;116;2;Басқора қыстауы;зимовка Баскора;
353649117;35;36;49;117;2;Белсенді қыстауы;зимовка Белсенди;
353649118;35;36;49;118;2;Қайыпқажы қыстауы;зимовка Кайыпкажи;
353649119;35;36;49;119;2;Қараағаш қыстауы;зимовка Караагаш;
353649121;35;36;49;121;2;Қарашоқы қыстауы;зимовка Карашокы;
353649122;35;36;49;122;2;Қызыладыр қыстауы;зимовка Кызыладыр;
353649123;35;36;49;123;2;Молақ қыстауы;зимовка Молак;
353649124;35;36;49;124;2;Мыңбұлақ қыстауы;зимовка Мынбулак;
353649125;35;36;49;125;2;Ортақора қыстауы;зимовка Ортакора;
353649126;35;36;49;126;2;Рашид қыстауы;зимовка Рашид;
353649127;35;36;49;127;2;Шалқар қыстауы;зимовка Шалхар;
353649128;35;36;49;128;2;Сорман қыстауы;зимовка Сорман;
353649129;35;36;49;129;2;Байжасар қыстауы;зимовка Байжасар;
353649131;35;36;49;131;2;Екпін қыстауы;зимовка Екпин;
353649132;35;36;49;132;2;Жасақбай қыстауы;зимовка Жасакбай;
353649133;35;36;49;133;2;Қарабас қыстауы;зимовка Карабас;
353649134;35;36;49;134;2;Толбасы қыстауы;зимовка Толбасы;
353649135;35;36;49;135;2;Қызылбай қыстауы;зимовка Кызылбай;
353649136;35;36;49;136;2;Ынтықбай қыстауы;зимовка Ынтыкбай;
353649137;35;36;49;137;2;Қарашілік қыстауы;зимовка Карашилик;
353649138;35;36;49;138;2;Ортажарасбай қыстауы;зимовка Ортажарасбай;
353649139;35;36;49;139;2;Сеитімхан қыстауы;зимовка Сеитимхан;
353651000;35;36;51;000;2;Қызыларай а.о;Кызыларайский с.о.;
353651100;35;36;51;100;2;Ақжарық а.;с.Акжарык;
353651103;35;36;51;103;2;Әмірхан қыстауы;зимовка Амирхан;
353651104;35;36;51;104;2;Деңгелбай қыстауы;зимовка Денгельбай;
353651105;35;36;51;105;2;Жазыбек қыстауы;зимовка Жазыбек;
353651106;35;36;51;106;2;Күміс қыстауы;зимовка Кумис;
353651107;35;36;51;107;2;Қарасиыр қыстауы;зимовка Карасиыр;
353651108;35;36;51;108;2;Қаратұмсық қыстауы;зимовка Каратумсык;
353651111;35;36;51;111;2;Стандарт қыстауы;зимовка Стандарт;
353651112;35;36;51;112;2;Жүнісбек қыстауы;зимовка Жунусбек;
353651113;35;36;51;113;2;Алшынбек қыстауы;зимовка Алшынбек;
353651114;35;36;51;114;2;Данбай қыстауы;зимовка Данбай;
353651115;35;36;51;115;2;Қадырали қыстауы;зимовка Кадырали;
353651116;35;36;51;116;2;Қариған қыстауы;зимовка Кариган;
353651117;35;36;51;117;2;Өтей қыстауы;зимовка Отей;
353651118;35;36;51;118;2;Ыстық қыстауы;зимовка Ыстык;
353651119;35;36;51;119;2;Кеңасу қыстауы;зимовка Кенасу;
353651121;35;36;51;121;2;Ақбұлақ қыстауы;зимовка Акбулак;
353651123;35;36;51;123;2;Ақбуйрат қыстауы;зимовка Акбуйрат;
353651125;35;36;51;125;2;Бек қыстауы;зимовка Бек;
353651127;35;36;51;127;2;Көлденен қыстауы;зимовка Колденен;
353651128;35;36;51;128;2;Құлмақан қыстауы;зимовка Кулмакан;
353651129;35;36;51;129;2;Нағыман қыстауы;зимовка Нагыман;
353651131;35;36;51;131;2;Сарыжол қыстауы;зимовка Сарыжол;
353651132;35;36;51;132;2;Сатай қыстауы;зимовка Сатай;
353651133;35;36;51;133;2;Қойшы қыстауы;зимовка Чабан;
353651134;35;36;51;134;2;Көшке қыстауы;зимовка Кошке;
353651135;35;36;51;135;2;Ақбиік қыстауы;зимовка Акбиик;
353651136;35;36;51;136;2;Ермекбай қыстауы;зимовка Ермекбай;
353651137;35;36;51;137;2;Домай қыстауы;зимовка Домай;
353651138;35;36;51;138;2;Сүлеймен қыстауы;зимовка Сулейман;
353651139;35;36;51;139;2;Сатай қыстауы;зимовка Сатай;
353651141;35;36;51;141;2;Саржал қыстауы;зимовка Саржал;
353651142;35;36;51;142;2;Жанабай-Мекебай қыстауы;зимовка Жанабай-Мекебай;
353651143;35;36;51;143;2;Омбай қыстауы;зимовка Омбай;
353651144;35;36;51;144;2;Кәрігөң қыстауы;зимовка Каригон;
353651145;35;36;51;145;2;Қарақойтас қыстауы;зимовка Каракойтас;
353651146;35;36;51;146;2;Ордабек қыстауы;зимовка Ордабек;
353651147;35;36;51;147;2;Лиман қыстауы;зимовка Лиман;
353651148;35;36;51;148;2;Ысқақ қыстауы;зимовка Ыскак;
353651149;35;36;51;149;2;Үрпек қыстауы;зимовка Урпек;
353651151;35;36;51;151;2;Дәмбай қыстауы;зимовка Дамбай;
353651152;35;36;51;152;2;Кеңасу қыстауы;зимовка Кенасу;
353651153;35;36;51;153;2;Тұрсынбай қыстауы;зимовка Турсынбай;
353655000;35;36;55;000;2;Нүркен а.о.;Нуркенский с.о.;
353655100;35;36;55;100;2;Нүркен а.;с.Нуркен;
353655102;35;36;55;102;2;Балғабек-Ақсай қыстауы;зимовка Балгабек-Аксай;
353655103;35;36;55;103;2;Жамбыл қыстауы;зимовка Жамбыл;
353655104;35;36;55;104;2;Көкши қыстауы;зимовка Кокши;
353655105;35;36;55;105;2;Қояншоқы қыстауы;зимовка Кояншокы;
353655106;35;36;55;106;2;Тастыапан қыстауы;зимовка Тастыапан;
353655107;35;36;55;107;2;Қытай қыстауы;зимовка Китай;
353655108;35;36;55;108;2;Мәлімбек қыстауы;зимовка Малимбек;
353655109;35;36;55;109;2;Сораң қыстауы;зимовка Соран;
353655111;35;36;55;111;2;Шұбарат қыстауы;зимовка Шубарат;
353655112;35;36;55;112;2;Керегетас жайлауы;джайлау Керегетас;
353655113;35;36;55;113;2;Айдарлы қыстауы;зимовка Айдарлы;
353655114;35;36;55;114;2;Керегетас қыстауы;зимовка Керегетас;
353655200;35;36;55;200;2;Ақсеңгір а.;с.Аксенгир;
353655202;35;36;55;202;2;Қаратұмсық қыстауы;зимовка Каратумсык;
353655203;35;36;55;203;2;Қарыншы қыстауы;зимовка Карыншы;
353655204;35;36;55;204;2;Қояныштағай қыстауы;зимовка Кояныштагай;
353655205;35;36;55;205;2;Қытай қыстауы;зимовка Китай;
353655206;35;36;55;206;2;Дүкен қыстауы;зимовка Магазин;
353655207;35;36;55;207;2;Орта Ақсай қыстауы;зимовка Орта Аксай;
353655208;35;36;55;208;2;Талдыбұлақ қыстауы;зимовка Талдыбулак;
353655209;35;36;55;209;2;Талдыкезен қыстауы;зимовка Талдыкезен;
353655300;35;36;55;300;2;Жалаңтас а.;с.Жалантас;
353655302;35;36;55;302;2;Айдай қыстауы;зимовка Айдай;
353655303;35;36;55;303;2;Ақсай қыстауы;зимовка Аксай;
353655304;35;36;55;304;2;Ақирек қыстауы;зимовка Акирек;
353655305;35;36;55;305;2;Ақши қыстауы;зимовка Акши;
353655306;35;36;55;306;2;Әділбай қыстауы;зимовка Адилбай;
353655307;35;36;55;307;2;Бақал қыстауы;зимовка Бакал;
353655308;35;36;55;308;2;Жалпаққайың қыстауы;зимовка Жалпаккайын;
353655309;35;36;55;309;2;Қараағаш қыстауы;зимовка Караагаш;
353655311;35;36;55;311;2;Керуенбұлақ қыстауы;зимовка Керуенбулак;
353655313;35;36;55;313;2;Қызыл қыстауы;зимовка Кызыл;
353655314;35;36;55;314;2;Теректі қыстауы;зимовка Теректы;
353655315;35;36;55;315;2;Әділбай қыстауы;зимовка Адилбай;
353655400;35;36;55;400;2;Жидебай а.;с.Жидебай;
353655403;35;36;55;403;2;Доңғал қыстауы;зимовка Донгал;
353655405;35;36;55;405;2;Қарашоқы қыстауы;зимовка Карашокы;
353655406;35;36;55;406;2;Махамбет-Ақсай қыстауы;зимовка Махамбет-Аксай;
353655407;35;36;55;407;2;Сағындық қыстауы;зимовка Сагындык;
353655409;35;36;55;409;2;Үйрек қыстауы;зимовка Уйрек;
353655411;35;36;55;411;2;Шұбарт қыстауы;зимовка Шубарт;
353655500;35;36;55;500;2;Қаратал а.;с.Каратал;
353655503;35;36;55;503;2;Жамбыл қыстауы;зимовка Жамбыл;
353655504;35;36;55;504;2;Қараоба қыстауы;зимовка Караоба;
353655505;35;36;55;505;2;Қарашилик қыстауы;зимовка Карашилик;
353655506;35;36;55;506;2;Қызылқайың қыстауы;зимовка Кызылкайын;
353655507;35;36;55;507;2;Момын қыстауы;зимовка Момын;
353655508;35;36;55;508;2;Сараң қыстауы;зимовка Саран;
353655511;35;36;55;511;2;Терішоқы қыстауы;зимовка Терешокы;
353659000;35;36;59;000;2;Орта Дересін а.о.;Ортадересинский с.о.;
353659100;35;36;59;100;2;Орта Дересін а.;с.Орта Дересин;
353659102;35;36;59;102;2;Бас Дересін а.;с.Бас Дересин;
353659103;35;36;59;103;2;Бригада 8;Бригада 8;
353659105;35;36;59;105;2;Қаработа қыстауы;зимовка Каработа;
353659106;35;36;59;106;2;Арнұр қыстауы;зимовка Арнур;
353659107;35;36;59;107;2;Саламат қыстауы;зимовка Саламат;
353659108;35;36;59;108;2;Төкен қыстауы;зимовка Токен;
353659111;35;36;59;111;2;Айтас қыстауы;зимовка Айтас;
353659112;35;36;59;112;2;Азат қыстауы;зимовка Азат;
353659113;35;36;59;113;2;Нұрбол қыстауы;зимовка Нурбол;
353659114;35;36;59;114;2;Шыңғыс қыстауы;зимовка Шынгыс;
353659115;35;36;59;115;2;Бектауата қыстауы;зимовка Бектауата;
353659116;35;36;59;116;2;Тік Шоқы қыстауы;зимовка Тик Шокы;
353659117;35;36;59;117;2;Коныр Кулджа қыстауы;зимовка Коныр Кулджа;
353659200;35;36;59;200;2;Ақжайдақ а.;с.Акжайдак;
353659202;35;36;59;202;2;Ақөлең а.;с.Акулен;
353659500;35;36;59;500;2;Орта Дересін ст.;ст.Орта Дересин;
353663000;35;36;63;000;2;Сарытерек а.о.;Сарытерекский с.о.;
353663100;35;36;63;100;2;Сарытерек а.;с.Сарытерек;
353663103;35;36;63;103;2;Байқозы қыстауы;зимовка Байкозы;
353663104;35;36;63;104;2;Бесқора қыстауы;зимовка Бескора;
353663105;35;36;63;105;2;Қарақозы қыстауы;зимовка Каракозы;
353663106;35;36;63;106;2;Қарашылық қыстауы;зимовка Карашилик;
353663107;35;36;63;107;2;Қойтас қыстауы;зимовка Койтас;
353663108;35;36;63;108;2;Қоске қыстауы;зимовка Коске;
353663109;35;36;63;109;2;Майбұлақ қыстауы;зимовка Майбулак;
353663111;35;36;63;111;2;Үлкен Ақсай қыстауы;зимовка Улкен Аксай;
353663200;35;36;63;200;2;Ақтұмсық а.;с.Актумсык;
353663202;35;36;63;202;2;Ақсай қыстауы;зимовка Аксай;
353663203;35;36;63;203;2;Әлібек қыстауы;зимовка Алибек;
353663204;35;36;63;204;2;Достар қыстауы;зимовка Достар;
353663206;35;36;63;206;2;Қойкелді қыстауы;зимовка Койкелди;
353663208;35;36;63;208;2;Самал қыстауы;зимовка Самал;
353663209;35;36;63;209;2;Ұзынбұлақ  қыстауы;зимовка Узынбулак;
353663211;35;36;63;211;2;Қарақия қыстауы;зимовка  Каракия;
353663212;35;36;63;212;2;Қарабауыр қыстауы;зимовка Карабауыр;
353663300;35;36;63;300;2;Жетімшоқы а.;с.Жетымшокы;
353663302;35;36;63;302;2;Кіші Ақсай қыстауы;зимовка Киши Аксай;
353663303;35;36;63;303;2;Күнгей қыстауы;зимовка Кунгей;
353663304;35;36;63;304;2;Қызылжал қыстауы;зимовка Кызылжал;
353663305;35;36;63;305;2;Қаракемер қыстауы;зимовка Каракемер;
353663306;35;36;63;306;2;Қарамола қыстауы;зимовка Карамула;
353663307;35;36;63;307;2;Қаратал  қыстауы;зимовка Каратал;
353663308;35;36;63;308;2;Қарашелек қыстауы;зимовка Карашилик;
353663309;35;36;63;309;2;Қарашоқы қыстауы;зимовка Карашокы;
353663312;35;36;63;312;2;Ушемлік қыстауы;зимовка Ушимлик;
353663315;35;36;63;315;2;Райымбек қыстауы;зимовка Райымбек;
353663316;35;36;63;316;2;Қарағұла қыстауы;зимовка Карагула;
353663317;35;36;63;317;2;Үшшілік қыстауы;зимовка Ушшилик;
353663318;35;36;63;318;2;Қоянкөз қыстауы;зимовка Коянкоз;
353663400;35;36;63;400;2;Кенелі а.;с.Кенели;
353663402;35;36;63;402;2;Айыртас қыстауы;зимовка Айыртас;
353663403;35;36;63;403;2;Ақшағыл қыстауы;зимовка Акшагыл;
353663404;35;36;63;404;2;Ақшоқы қыстауы;зимовка Акшокы;
353663405;35;36;63;405;2;Жанат қыстауы;зимовка Жанат;
353663406;35;36;63;406;2;Қособа қыстауы;зимовка Кособа;
353663407;35;36;63;407;2;Қызыл қыстауы;зимовка Кызыл;
353663408;35;36;63;408;2;Майтас қыстауы;зимовка Майтас;
353663409;35;36;63;409;2;Талдыбұлақ қыстауы;зимовка Талдыбулак;
353663411;35;36;63;411;2;Шанай қыстауы;зимовка Шанай;
353663412;35;36;63;412;2;Жұмағұл қыстауы;зимовка Жумагул;
353663413;35;36;63;413;2;Шүленбай Ақсайы қыстауы;зимовка Шуленбай Аксайы;
353663414;35;36;63;414;2;Шыңырау қыстауы;зимовка Шынырау;
353667000;35;36;67;000;2;Сарышаған к.ә.;Сарышаганская п.а.;
353667100;35;36;67;100;2;Сарышаған к.;п.Сарышаган;
353667102;35;36;67;102;2;Весна ст.;ст.Весна;
353667103;35;36;67;103;2;Науалы ст.;ст.Новалы;
353667104;35;36;67;104;2;Көктас ст.;ст.Коктас;
353667105;35;36;67;105;2;Қаражыңғыл ст.;ст.Каражингил;
353671000;35;36;71;000;2;Тасарал а.о.;Тасаралский с.о.;
353671100;35;36;71;100;2;Тасарал а.;с.Тасарал;
353671102;35;36;71;102;2;Ақжолтай қыстауы;зимовка Акжолтай;
353671103;35;36;71;103;2;Асыл қыстауы;зимовка Асыл;
353671104;35;36;71;104;2;Байдаулет қыстауы;зимовка Байдаулет;
353671105;35;36;71;105;2;Жолдан қыстауы;зимовка Жолдан;
353671106;35;36;71;106;2;Оңбай қыстауы;зимовка Онбай;
353677000;35;36;77;000;2;Шабанбай би а.о.;с.о. Шабанбай би;
353677100;35;36;77;100;2;Шабанбай би а.;с.Шабанбай би;
353677103;35;36;77;103;2;Керегетас қыстауы;зимовка Керегетас;
353677105;35;36;77;105;2;Байсоқбан қыстауы;зимовка Байсокбан;
353677106;35;36;77;106;2;Белтерек қыстауы;зимовка Белтерек;
353677107;35;36;77;107;2;Жіңішке қыстауы;зимовка Жинишке;
353677108;35;36;77;108;2;Күйгенсай қыстауы;зимовка Куйгенсай;
353677109;35;36;77;109;2;Күнбет қыстауы;зимовка Кунбет;
353677111;35;36;77;111;2;Байсұлтан қыстауы;зимовка Байсултан;
353677112;35;36;77;112;2;Жұрымбай қыстауы;зимовка Журымбай;
353677113;35;36;77;113;2;Қаражал қыстауы;зимовка Каражал;
353677114;35;36;77;114;2;Қызылжал қыстауы;зимовка Кызылжал;
353677200;35;36;77;200;2;Бегазы а.;с.Бегазы;
353677202;35;36;77;202;2;Айыртас қыстауы;зимовка Айыртас;
353677203;35;36;77;203;2;Ақөлке қыстауы;зимовка Аколке;
353677206;35;36;77;206;2;Қаратал қыстауы;зимовка Каратал;
353677207;35;36;77;207;2;Қарашоқы қыстауы;зимовка Карашокы;
353677208;35;36;77;208;2;Монша қыстауы;зимовка Монша;
353677209;35;36;77;209;2;Сарымантай қыстауы;зимовка Сарымантай;
353677211;35;36;77;211;2;Серікбай қыстауы;зимовка Серикбай;
353677214;35;36;77;214;2;Шұбарөзек қыстауы;зимовка Шубарозек;
353677400;35;36;77;400;2;Қасабай а.;с.Касабай;
353677402;35;36;77;402;2;Аққора қыстауы;зимовка Аккора;
353677403;35;36;77;403;2;Ақсай қыстауы;зимовка Аксай;
353677405;35;36;77;405;2;Кепелі қыстауы;зимовка Кепели;
353677406;35;36;77;406;2;Қарағандыөзек қыстауы;зимовка Карагандыозек;
353677408;35;36;77;408;2;Молдашілік қыстауы;зимовка Молдашилик;
353677411;35;36;77;411;2;Шоқпартас қыстауы;зимовка Шокпартас;
353677500;35;36;77;500;2;Сона а.;с.Сона;
353677507;35;36;77;507;2;Қараша қыстауы;зимовка Караша;
353677512;35;36;77;512;2;Рақыш қыстауы;зимовка Ракыш;
353677513;35;36;77;513;2;Тоғызбай қыстауы;зимовка Тогызбай;
353677514;35;36;77;514;2;Шөладыр қыстауы;зимовка Шоладыр;
353679000;35;36;79;000;2;Шәшубай к.ә.;Шашубайская п.а.;
353679100;35;36;79;100;2;Шәшубай к.;п.Шашубай;
354000000;35;40;00;000;2;Бұқар жырау ауданы;Бухар-Жырауский район;09
354030000;35;40;30;000;2;Ботоқара к.ә.;Ботакаринская п.а.;
354030100;35;40;30;100;2;Ботақара к.;п.Ботакара;
354030200;35;40;30;200;2;Ботақара ст.;ст.Ботакара;
354031000;35;40;31;000;2;Зеленобалка а.о.;Зеленобалковский с.о.;
354031100;35;40;31;100;2;Доскей ауылы а.;с.Доскей  ауылы;
354031102;35;40;31;102;2;Аққұдық а.;с.Аккудук;
354031400;35;40;31;400;2;Трудовое а.;с.Трудовое;
354033000;35;40;33;000;2;Ақөре а.ә.;Акоринская с.а.;
354033100;35;40;33;100;2;Ақөре а.;с.Акоре;
354033107;35;40;33;107;2;Қосшоқы а.;с.Косшокы;
354033113;35;40;33;113;2;Шатан а.;с.Шатан;
354035000;35;40;35;000;2;Ақтөбе а.о.;Актобинский с.о.;
354035100;35;40;35;100;2;Ақтөбе а.;с.Актобе;
354035200;35;40;35;200;2;Ынтымақ а.;с.Интумак;
354037000;35;40;37;000;2;Үміткер а.о.;Умуткерский с.о.;
354037100;35;40;37;100;2;Үміткер а.;с.Умуткер;
354037200;35;40;37;200;2;Төрткөл а.;с.Тортколь;
354037300;35;40;37;300;2;Үлгі а.;с.Ульга;
354039000;35;40;39;000;2;Қызылқайың а.о.;Кызылкаинский с.о.;
354039100;35;40;39;100;2;Қызылқайың а.;с.Кызылкайын;
354039200;35;40;39;200;2;Саратовка а.;с.Саратовка;
354039300;35;40;39;300;2;Тасауыл а.;с.Тасаул;
354041000;35;40;41;000;2;Ботақара а.ә.;Ботакаринская с.а.;
354041100;35;40;41;100;2;Ботақара а.;с.Ботакара;
354043000;35;40;43;000;2;Бұқар жырау а.о.;Бухар-Жырау с.о.;
354043100;35;40;43;100;2;Бұқар жырау а.;с.Бухар-Жырау;
354043200;35;40;43;200;2;Семізбұға а.;с.Семизбуга;
354043300;35;40;43;300;2;Шалқар а.;с.Шалкар;
354045000;35;40;45;000;2;Гагарин а.о.;Гагаринский с.о.;
354045100;35;40;45;100;2;Гагаринское а.;с.Гагаринское;
354045200;35;40;45;200;2;Садовое а.;с.Садовое;
354047000;35;40;47;000;2;Керней а.о.;с.о.Керней;
354047100;35;40;47;100;2;Керней а.;с.Керней;
354047200;35;40;47;200;2;Ақжар а.;с.Акжар;
354047300;35;40;47;300;2;Алғабас а.;с.Алгабас;
354051000;35;40;51;000;2;Молодецкая а.ә.;Молодецкая с.а.;
354051100;35;40;51;100;2;Жаңаталап а.;с.Жанаталап;
354053000;35;40;53;000;2;Көкпекті а.о.;Кокпектинский с.о.;
354053100;35;40;53;100;2;Көкпекті а.;с.Кокпекты;
354053200;35;40;53;200;2;Байқадам а.;с.Байкадам;
354053300;35;40;53;300;2;Сарытөбе а.;с.Сарытобе;
354055000;35;40;55;000;2;Тоғызқұдық а.о.;Тогузкудукский с.о.;
354055100;35;40;55;100;2;Тоғызқұдық а.;с.Тогызкудук;
354055300;35;40;55;300;2;Тасшоқы а.;с.Тасшокы;
354055305;35;40;55;305;2;Плотинное а.;с.Плотинное;
354057000;35;40;57;000;2;Қаражар а.о.;Каражарский с.о.;
354057100;35;40;57;100;2;Қаражар а.;с.Каражар;
354057200;35;40;57;200;2;Асыл а.;с.Асыл;
354057300;35;40;57;300;2;Волковское а.;с.Волковское;
354057400;35;40;57;400;2;Геологическое а.;с.Геологическое;
354059000;35;40;59;000;2;Қарақұдық а.ә.;Каракудукская с.а.;
354059100;35;40;59;100;2;Қарақұдық а.;с.Каракудук;
354059105;35;40;59;105;2;Жалғызқұдық а.;с.Жалгызкудук;
354059107;35;40;59;107;2;Күмісқұдық а.;с.Кумыскудук;
354061000;35;40;61;000;2;Қушоқы к.ә.;Кушокынская п.а.;
354061100;35;40;61;100;2;Қушоқы к.;п.Кушокы;
354063000;35;40;63;000;2;Самарқант а.о.;Самаркандский с.о.;
